article_cover,authors,category,content_summary,headline,published_date,updated_date
https://www.coindesk.com/resizer/YGer5t0dL7B0nR0xjKzT7aY9J9s=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/6ZXGRXIWKVDW7GLILGMP6C75QM.png,[{}],Markets,Bullish sentiment continues to fade ahead of tomorrow’s U.S. Federal Reserve meeting.,Market Wrap: Altcoins Underperform as Bitcoin Dips Below $48K,"Dec 13, 2021 at 9:30 p.m. UTC",
https://www.coindesk.com/resizer/eQJ9C-deeaLTU4ageW-vWslH1C8=/560x315/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/MHYV2GYGINC75PGYFPVC7DTR3Q.jpg,[{'Shaurya Malwa': 'https://twitter.com/@shauryamalwa'}],Tech,"However, the entire supply won’t get mined until February 2140.",Bitcoin Touches New Milestone With 90% of Total Supply Mined,"Dec 13, 2021 at 6:51 a.m. UTC","Oct 24, 2022 at 3:07 p.m. UTC"
https://www.coindesk.com/resizer/jbPaDDC8ncZn7yFgRM-Y_TuK9FU=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/YYIQZIPRKNELXJQ6VH7A6X2I7U.png,[{'Lyllah Ledesma': 'https://twitter.com/@LedesmaLyllah'}],Markets,"Bitcoin’s price is down 26% in the past 30 days, suggesting investors continue to see the price weakness as a buying opportunity, albeit at a slower pace.",Crypto Fund Inflows Slow to $88M as Market Retreats,"Dec 13, 2021 at 6:50 p.m. UTC","Dec 13, 2021 at 6:58 p.m. UTC"
https://www.coindesk.com/resizer/Mi6HlK2xt3XsdnApAG8brKubH2w=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/EJV2HD7BSJBLVEG6LWLHZOOX3U.jpg,[{'Omkar Godbole': 'https://twitter.com/@godbole17'}],Markets,"There are 17 central bank meetings this week, including decisions from the Federal Reserve, Bank of England, European Central Bank and Bank of Japan.",Bitcoin Exchange Outflows Resume as Stock Markets Get Over Fed Jitters,"Dec 13, 2021 at 9:38 a.m. UTC","Dec 13, 2021 at 4:39 p.m. UTC"
https://www.coindesk.com/resizer/ALF4moTpHDCFfdxgI76vGSrGJfs=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/U57PEDQ6MZHMNOEH2CSSEJQNWE.jpg,[{}],Crypto 2022: Culture and Entertainment Week,Different cryptocurrency networks will form distinct societies.,How the Economics of Bitcoin and Ethereum Shape Their Cultures,,
https://www.coindesk.com/resizer/K6CKhyB6EzqFIiGcoP0CUObqD64=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/T4XK47I4SRCGTIW3KGUYCHHPRA.png,[{}],Markets,A breakdown could damage the intermediate-term trend despite oversold signals.,"Bitcoin Drifts Lower, Risks Testing $40K Support","Dec 13, 2021 at 7:20 p.m. UTC","Dec 13, 2021 at 7:41 p.m. UTC"
https://www.coindesk.com/resizer/xNOTx_HSr4cpHmQsUy1MdT0OQK4=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/23ACMSGCVZEKRHOMWPSRWRYONU.jpeg,[{'Aoyon Ashraf': 'https://twitter.com/@@Aoyon_A'}],Business,Some miners have lost almost 50% of their market capitalization since bitcoin reached its all-time high in November.,Crypto Miners Extend Slump as Bitcoin Price Falls to Lowest Point Since October,"Dec 13, 2021 at 10:27 p.m. UTC","Dec 13, 2021 at 11:01 p.m. UTC"
https://www.coindesk.com/resizer/hvyIlxYXHiD3THhRe5cnqYC7gSc=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/K73454ZM3VFTFMZEGWNPBLOL64.jpg,[{}],Crypto Explainer+,"Aunque los movimientos bruscos del precio de la criptomoneda pueden parecer fortuitos, a menudo están impulsados por los mismos catalizadores fundamentales de los mercados tradicionales. ",Bitcoin: cuáles son las razones de que su precio suba o baje ,,
https://www.coindesk.com/resizer/w1cWw84W_7ebDPtYlqGn2SB4ivo=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/UUIQZJC6FRE6DNXWVWB4D2ZT74.jpg,[{}],Crypto Explainer+,If only your grandmother had bought you bitcoin for Christmas every year instead of a $10 multipack of socks… ,"How to Gift Bitcoin, NFTs and Other Crypto",,
https://www.coindesk.com/resizer/bbuiBDRDfIxXtLK2wE7hgm-BYyk=/560x316/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/5HBTBTKIF5HWDFWY2CSL2ZV5LE.jpg,[{'Muyao Shen': 'https://twitter.com/@MuyaoShen'}],Markets,An expected interest rate hike could spook investors away from higher-risk assets; the top 20 altcoins by market capitalization were firmly in the red. ,"First Mover Asia: Bitcoin, Ether Tumble Ahead of Federal Reserve Meeting","Dec 13, 2021 at 11:31 p.m. UTC",
https://www.coindesk.com/resizer/6YoWX4Ol2B8sw2gDmCWyxLFKjJE=/560x298/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/XTAHDZKYXBCXJAO5OTY6ZVMHPM.jpg,[{'Damanick Dantes': 'https://twitter.com/@Liqquidity'}],Markets,"In this first episode of Market Wrap’s review of crypto markets in 2021, we recall the powerful rally that ushered in the new year. Retail traders piled in, even as some institutional investors sounded warnings about rampant speculation. ",Market Wrap Year-End Review: Bitcoin Starts Off in a Frenzy,"Dec 20, 2021 at 9:09 p.m. UTC","Nov 7, 2022 at 5:34 p.m. UTC"
https://www.coindesk.com/resizer/xo6VlM7QJejct_4s0M4-kfIohRk=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/N2GXZNZLGRARDMS46K5FSL4PL4.jpg,[{'Robert Stevens': 'https://twitter.com/@@Rob_Stevens_'}],Crypto Explainer+,"While bitcoin’s wild price movements might seem random, they are often driven by the same fundamental catalysts as in the traditional markets. ",What Makes Bitcoin Price Go Up ... or Crash Down?,,
https://www.coindesk.com/resizer/c9Dh9d8SaF3FKHvC5v1J7lw7jww=/560x372/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/I6GWKBFPNVAADNAFNEXWZW3SA4.jpg,[{'Muyao Shen': 'https://twitter.com/@MuyaoShen'}],Markets,"The two largest cryptocurrencies by market capitalization were roughly flat amid light trading; terra approached an all-time high, while avalanche dropped. ","First Mover Asia: Bitcoin, Ether Have a Quiet Weekend","Dec 19, 2021 at 11:31 p.m. UTC","Dec 20, 2021 at 3:32 p.m. UTC"
https://www.coindesk.com/resizer/kPHIYBQpHNNxp9JfzTS-i8xtodM=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/G7TW7G56ZJB2BLFC5W5RKOZRBE.png,[{'Lyllah Ledesma': 'https://twitter.com/@LedesmaLyllah'}],Markets,"Investors pulled money out of funds focused on bitcoin and the currencies of Ethereum, Solana and Polkadot, as crypto markets retreated. ",Digital Asset Funds Hit by Record $142M of Outflows,"Dec 20, 2021 at 5:17 p.m. UTC","Dec 20, 2021 at 5:28 p.m. UTC"
https://www.coindesk.com/resizer/WYWA3XpTWovPJvcl4Ke5m1W71mg=/560x371/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/AWLXSWRNGVFJRKKTWC5K6GRMFY.jpg,"[{'Eliza Gkritsi': 'https://twitter.com/@egreechee', 'Tanzeel Akhtar': 'https://twitter.com/@Tanzeel_Akhtar'}]",Business,"The Twitter and Block co-founder is a supporter of crypto, but not so keen on how Web 3 is being funded.",Jack Dorsey Backs Bitcoin as Dollar’s Replacement but Questions Web 3,"Dec 21, 2021 at 8:18 a.m. UTC","Dec 22, 2021 at 8:14 p.m. UTC"
https://www.coindesk.com/resizer/HNawIjpqpGHbVyipWYAtReyfGQY=/560x301/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/OQFDZOPUYJCALFP6NMJIM4OMSE.png,[{'Omkar Godbole': 'https://twitter.com/@godbole17'}],Markets,Bitcoin has carved out most of its year-to-date gains during the American hours.,"Bitcoin, Ether Dip in ‘Bearish Asia Session’ as China Rate Cut Fails to Inspire Risk Buying","Dec 20, 2021 at 8:05 a.m. UTC","Dec 20, 2021 at 9:05 p.m. UTC"
https://www.coindesk.com/resizer/FvRtuEcven1FlA8Bd1NXZwh23JY=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/QHZZUEFUQNETPFESGLNPYJPEAY.png,[{}],Markets,The tight price range could persist into the Asia trading day.,Bitcoin Holds Short-Term Support at $46K; Resistance at $50K,"Dec 14, 2021 at 8:12 p.m. UTC","Dec 14, 2021 at 8:35 p.m. UTC"
https://www.coindesk.com/resizer/Q7F1lenQfj4_vd70l50WlXyeMLA=/560x394/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/74QXP3UELNDSNPFF77VIKCW5YQ.jpg,[{'Omkar Godbole': 'https://twitter.com/@godbole17'}],Markets,Peak popularity does not imply an increase in actual buying pressure from retail investors. ,NFTs Are More Popular Than Ever Despite Sour Mood in Wider Crypto Market,"Dec 21, 2021 at 9:30 a.m. UTC","Dec 21, 2021 at 7:26 p.m. UTC"
https://www.coindesk.com/resizer/1mLoVFhh8s75wwWU5eN63co_Lvw=/560x171/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/5Y345HX4RZCRBAJWEUMWV6NZPE.png,[{'Omkar Godbole': 'https://twitter.com/@godbole17'}],Markets,Backwardation refers to a market condition where futures prices trade lower than the spot price. ,Bitcoin CME Futures Slip Into ‘Backwardation’ as Bearish Sentiment Grips Market,"Dec 14, 2021 at 7:25 a.m. UTC","Dec 14, 2021 at 3:36 p.m. UTC"
https://www.coindesk.com/resizer/_Xik1nnQ3avfjEB0ek9PhJrpLNw=/560x316/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/Y2MBA3UPYZAB3FNI72ZIAEESPI.jpg,[{}],Policy,Developers are striving to find decentralized blockchain products that are both scalable and secure. ,The Future of Crypto: The Industry That Once Focused Solely on Bitcoin Is Rapidly Evolving,,
https://www.coindesk.com/resizer/Zr8SQjdA-oZBemrFLPqHI_AK0nI=/560x374/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/HZCRR252LJDEBI6JST7OLHD2G4.jpg,[{}],Layer 2,A number of Democratic politicians have taken aim at the cryptocurrency when they might support it.,Bitcoin Is Free and Fair but Not Progressive,,
https://www.coindesk.com/resizer/WjXLEj93_cj0eINkIUh9OQZ7zKQ=/560x316/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/Z6HJB3AIGZDXRNII6TFGJUJOEU.jpg,[{}],Markets,Analysts are cautious about crypto prices as risk appetite wanes.,Market Wrap: Cryptocurrencies Stabilize as Traders Await the Fed,"Dec 14, 2021 at 9:17 p.m. UTC",
https://www.coindesk.com/resizer/1jB0KIuOHrkW8lRuq9OLq3FRkeg=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/GLV35BLQ35FA3F3XF3BDBWFITU.png,[{'Lyllah Ledesma': 'https://twitter.com/@LedesmaLyllah'}],Markets,"Los inversores cripto parecen estar optando por eliminar el riesgo, ya que se espera que la Reserva Federal acelere la retirada de su estímulo monetario ante el rápido aumento de la inflación. ",Bitcoin supera los $47.000 a la espera de una reunión de la Reserva Federal ,"Dec 14, 2021 at 8:33 p.m. UTC","Dec 14, 2021 at 8:47 p.m. UTC"
https://www.coindesk.com/resizer/1jB0KIuOHrkW8lRuq9OLq3FRkeg=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/GLV35BLQ35FA3F3XF3BDBWFITU.png,[{'Lyllah Ledesma': 'https://twitter.com/@LedesmaLyllah'}],Markets,"Cryptocurrency investors may be moving to take risk off the table, with the Federal Reserve expected to accelerate withdrawal of its unprecedented monetary stimulus in the face of fast-rising inflation. ",Bitcoin Struggles to Break $47K as Fed Meeting Looms,"Dec 14, 2021 at 4:01 p.m. UTC","Dec 14, 2021 at 5:47 p.m. UTC"
https://www.coindesk.com/resizer/1o84tGW-9St0Xi75RNP4OWbt9Ww=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/URDUC4QR2NH4BMUI65FZSQE7NA.jpg,[{'Shaurya Malwa': 'https://twitter.com/@shauryamalwa'}],Business,"A price glitch has since been fixed, but some of the turbulence remains.","Bitcoin, Cardano, Ether and Everything Else Are Still Down 99% on CoinMarketCap","Dec 15, 2021 at 7:37 a.m. UTC","Dec 15, 2021 at 3:55 p.m. UTC"
https://www.coindesk.com/resizer/Mi6HlK2xt3XsdnApAG8brKubH2w=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/EJV2HD7BSJBLVEG6LWLHZOOX3U.jpg,[{'Muyao Shen': 'https://twitter.com/@MuyaoShen'}],Markets,"A move by the U.S. central bank to ratchet up interest rates could lead investors away from cryptocurrencies, which are considered riskier investments. ","First Mover Asia: Crypto Traders Laying Low While Fed Ponders; Bitcoin, Ether Gain","Dec 14, 2021 at 11:30 p.m. UTC","Dec 14, 2021 at 11:53 p.m. UTC"
https://www.coindesk.com/resizer/-h6b1TJwQEcHcQFbbzG-5RpCjDw=/560x412/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/2ERA7BMDANFRZN4ACVSUAJEUUE.jpg,[{}],Markets,"Big investors looking beyond bitcoin may take their first baby steps into ether, which has so far outperformed its layer 1 alternatives. But for how long? ",Alts Find It Tough to Beat Layer 1 King Ethereum,,
https://www.coindesk.com/resizer/_h9YWJX2uEIoo2Ffz32Pakxu8J0=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/HHTUBTHNSZDDTLXPK5E4PB6RQE.png,[{'Lyllah Ledesma': 'https://twitter.com/@LedesmaLyllah'}],Markets,"Bitcoin’s price popped briefly above $50,000 after Wednesday’s congressional hearing in Washington, but the momentum has faded.  ",Bitcoin Struggles Below $50K After Crypto CEOs Take Center Stage,"Dec 9, 2021 at 4:41 p.m. UTC","Dec 9, 2021 at 4:56 p.m. UTC"
https://www.coindesk.com/resizer/Z_C-LHkSq5pfpI_J3bVxLLqutAM=/560x375/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/GFRUU5LFIFFYRHJTJQGUPM2KYU.jpg,[{}],Tech,Why three popular investor fears about bitcoin are overblown.,"Addressing Clients’ Fear, Uncertainty and Doubt (FUD) About Bitcoin",,
https://www.coindesk.com/resizer/4XvSa8CuvOnBnTzwj1Y_oc2SlDo=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/3VJJ3X5ABBBHRBGPCCLBAGNZ24.png,"[{'Bradley Keoun': 'https://twitter.com/@Liqquidity', 'Tracy Wang': 'https://twitter.com/@@0x_tracy'}]",Markets,"The consumer price index surged to 6.8% in November, but traders may hold off on investing in risky assets the rest of the year.",Market Wrap: US Inflation at 39-Year High Fails to Buoy Bitcoin ,"Dec 10, 2021 at 10:47 p.m. UTC",
https://www.coindesk.com/resizer/tzV-KK4EpfgbgHrcqEaqUDJMomc=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/IXV4JQIHU5CHFFETN33WCV6MNM.jpg,[{}],Business,"Someday, the orange coin’s fixed supply may make it a safe haven. Today is not that day.",Why Is Bitcoin Dropping if It’s an ‘Inflation Hedge’?,,
https://www.coindesk.com/resizer/leILzBGKHqQ5qx4KUQ8Bf5IZ6xY=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/UJJYJIGZM5FXFILFZTQ5UQ7NVI.jpg,[{'Alyssa Hertig': 'https://twitter.com/@@mehmehturtle'}],Business,CardCoins’ new Lightning integration will allow customers to receive bitcoin payments quickly and cheaply.,CardCoins Offers Bitcoin Payments Over the Lightning Network,"Dec 15, 2021 at 2:00 p.m. UTC",
https://www.coindesk.com/resizer/A_gFKgedjjZtYIYcaWBUjWFZ_vg=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/VRL3WW6Q3FDFFC233OU3NIOBQY.png,[{}],Markets,"BTC is poised for a short-term bounce, although upside appears to be limited. ",Bitcoin Stabilizes Near $50K Support After Weekend Sell-Off,"Dec 6, 2021 at 8:13 p.m. UTC","Dec 6, 2021 at 8:45 p.m. UTC"
https://www.coindesk.com/resizer/Vdy3xLrFUqUCns4C-ySwwu3dnRQ=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/WCRCQOUTTZC3ZLPESMAI4QPOJY.png,[{}],Markets,"Buying activity remains weak, which reduces the chance of a significant price increase into January.","Bitcoin Drops Below $50K, Support Between $43K-$45K","Dec 9, 2021 at 6:34 p.m. UTC","Dec 9, 2021 at 6:54 p.m. UTC"
https://www.coindesk.com/resizer/67e7KsyooWF3J8ai4_zd2U5yyO4=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/SNE7F6ELKVCWZD44LW2N7TNVQM.jpg,[{'Michael Bellusci': 'https://twitter.com/@mikeybellusci'}],Business,The payment app’s users can purchase bitcoin hourly or monthly for as little as 50 cents.,Strike Launches Dollar-Cost Averaging Product in US,"Dec 9, 2021 at 8:51 p.m. UTC","Dec 9, 2021 at 9:32 p.m. UTC"
https://www.coindesk.com/resizer/Xj_2YXrUYLFbotqaRlRwONjNpN8=/560x742/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/REF3RCUTPRCFNOGPUP7E74BMYQ.jpg,[{'Nikhilesh De': 'https://twitter.com/@nikhileshde'}],Layer 2,The Wyoming Senator holds plenty of BTC and may be the crypto industry’s most prominent advocate in Congress. Here’s what she’s thinking for 2022.,Most Influential 2021: Cynthia Lummis,"Dec 9, 2021 at 5:22 p.m. UTC","Dec 13, 2021 at 8:35 p.m. UTC"
https://www.coindesk.com/resizer/4XvSa8CuvOnBnTzwj1Y_oc2SlDo=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/3VJJ3X5ABBBHRBGPCCLBAGNZ24.png,[{'Damanick Dantes': 'https://twitter.com/@@0x_tracy'}],Markets,"Investors could start to rotate into bitcoin, indicating lower appetite for risk. ","Market Wrap: Bitcoin Dips as China’s Evergrande Defaults, Altcoin Outperformance Could Fade","Dec 9, 2021 at 9:37 p.m. UTC",
https://www.coindesk.com/resizer/GPRuIGuRnyEu09WVcCuFCVPkiS8=/560x311/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/NGFSDOI4JZBRRHYR6QQ25D4HWQ.png,[{'Omkar Godbole': 'https://twitter.com/@godbole17'}],Markets,Bitcoin’s evolution as a macroeconomic asset makes it more vulnerable to Fed jitters.,3 Reasons the Ether-Bitcoin Ratio Rose to 3 1/2-Year High as Crypto Crashed,"Dec 6, 2021 at 8:14 p.m. UTC",
https://www.coindesk.com/resizer/-CvaYStBS9nvND5SLmVF_6RgmPQ=/560x368/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/L65435ZZ6ZGPZO5JOFXVQ6SGQA.jpg,[{'Muyao Shen': 'https://twitter.com/@MuyaoShen'}],Markets,Bitcoin’s drop-off coincides with a strengthening U.S. dollar; ether declines. ,"First Mover Asia: Bitcoin Falls Below $49K as Trading Volume Weakens, Altcoins See Red","Dec 9, 2021 at 11:30 p.m. UTC","Dec 10, 2021 at 3:13 p.m. UTC"
https://www.coindesk.com/resizer/3yTguOsQBMqYr8zo_WbNnzGA9sA=/560x315/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/LIZGCSBWGFDG3GVKBCWUBM3GCQ.jpg,[{}],Layer 2,The MicroStrategy CEO will buy the dip and the top. He’s in the market for bitcoin.,Most Influential 2021: Michael Saylor,"Dec 9, 2021 at 9:40 p.m. UTC","Dec 13, 2021 at 8:02 p.m. UTC"
https://www.coindesk.com/resizer/A_gFKgedjjZtYIYcaWBUjWFZ_vg=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/VRL3WW6Q3FDFFC233OU3NIOBQY.png,[{}],Markets,"La criptomoneda está preparada para un rebote a corto plazo, aunque la subida parece ser limitada. ",Bitcoin se estabiliza cerca del soporte de $50.000 tras la caída del fin de semana,"Dec 6, 2021 at 9:29 p.m. UTC",
https://www.coindesk.com/resizer/sTWxYyqROAz-yEc2v3PSPEqE_N8=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/NFDYWAOU6RCY7MAP3O2E5SUULE.jpg,[{'Muyao Shen': 'https://twitter.com/@MuyaoShen'}],Markets,Higher returns usually come with higher risks.,"Wrapped Bitcoin’s Supply Has More Than Doubled, but BadgerDAO Hack Exposed Risks of Moving Bitcoin to Ethereum",,
https://www.coindesk.com/resizer/Mll9pwirVdj_GejgyIwX57w30tg=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/6TVPVIE2GFH6BLYEHYKQ27XTYQ.jpg,"[{'Cheyenne Ligon': 'https://twitter.com/@cheyenneligon', ' Deirdra  Funcheon': 'https://twitter.com/@DeirdraFuncheon'}]",Markets,A jury ruled Wright must pay $100 million to W&K Info Defense Research but cleared him of all other charges.,Craig Wright Found Not Liable for Breach of Kleiman Business Partnership,"Dec 6, 2021 at 10:22 p.m. UTC",
https://www.coindesk.com/resizer/pwiGSIGHtbSYIOkaGIjUUq7FPEg=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/6XYQDFFIGRBEFLYMZWYNP52ZMQ.png,[{'Damanick Dantes': 'https://twitter.com/@@0x_tracy'}],Markets,"Prices are stabilizing after the weekend crash, although some analysts don’t expect much upside.  ",Market Wrap: Cryptocurrency Sell-Off Pauses as Sentiment Turns Bearish,"Dec 6, 2021 at 9:38 p.m. UTC",
https://www.coindesk.com/resizer/nFsamKbOafo43iW5PQX0neC8QNo=/560x373/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/Z6L7D7VRKVGWZK2RQEEXCTP3II.jpg,[{'Muyao Shen': 'https://twitter.com/@MuyaoShen'}],Markets,"Bitcoin trading volume was down for the second consecutive day, ","First Mover Asia: Bitcoin Tops $50K, Ether, Other Altcoins Rise","Dec 6, 2021 at 11:30 p.m. UTC","Dec 7, 2021 at 3:09 p.m. UTC"
https://www.coindesk.com/resizer/td6iBZvpEXs0Sn0_nzWIkkOLfWo=/560x316/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/5WITS4GCKBCGHM5YJKPRKZLFGY.jpg,[{'Damanick Dantes': 'https://twitter.com/@@0x_tracy'}],Markets,"The bitcoin Fear & Greed index is at the lowest level since late July, which preceded a price recovery.",Market Wrap: Cryptocurrencies Stabilize as Some Traders Buy the Dip,"Dec 8, 2021 at 10:33 p.m. UTC",
https://www.coindesk.com/resizer/GXWX4c4XxjbT9SSvqQ9INqTfghc=/560x432/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/E6VDADMULBGRLI5VRAAQDSTSRI.png,[{'Omkar Godbole': 'https://twitter.com/@godbole17'}],Markets,"El Salvador’s bitcoin bond is a contributing factor to a slide in its dollar-denominated debt, but not the sole reason.",Blame the Bitcoin Bond? El Salvador’s Dollar-Denominated Debt Slides,"Dec 7, 2021 at 9:40 a.m. UTC","Dec 7, 2021 at 10:07 p.m. UTC"
https://www.coindesk.com/resizer/38sPQQKazd_qkx-rYUQT8-8WfNo=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/FWZKTWTVG5HAXGABRLP5ZCNJTQ.jpg,[{}],Business,"Depending on what you read, you might get the real story, or ... not.",There Was No ‘Satoshi Nakamoto’ Lawsuit,,
https://www.coindesk.com/resizer/zWNiaGjyx1Sn5EUZGWzXXzJQgeA=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/7WHOISLDGVF7RIHZA6U2KXEROA.png,[{}],Markets,Selling pressure could slow into the Asia trading day as indicators appear oversold.,"Bitcoin Rangebound Above $46K Support, Resistance at $55K","Dec 8, 2021 at 10:36 p.m. UTC","Dec 22, 2021 at 8:49 p.m. UTC"
https://www.coindesk.com/resizer/2JyabfoRO3GMdMn2DDk5XR91fAA=/560x410/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/ZOOBDCRGBVFSVOHNDFFU5V2GII.jpg,[{'Ian Allison': 'https://twitter.com/@IanAllison123'}],Tech,Blockchain sleuthing firm Elliptic has been tracking numerical hate signals left by alt-right groups.,Bitcoin Adoption Among Far-Right Extremists Leaves Its Mark on the Blockchain,"Dec 8, 2021 at 10:34 p.m. UTC","Dec 10, 2021 at 8:03 p.m. UTC"
https://www.coindesk.com/resizer/e13ppYYW5MXV2TYQpJ6D42zGem0=/560x433/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/M4LLEHMKBZH73HMHG33F6CCLUU.png,[{}],Business,Ulbricht’s NFT project could be a sea change for credibly neutral charity efforts.,"Silk Road Founder Ross Ulbricht, Who Proved the Case for Bitcoin, Can Do So for NFTs",,
https://downloads.coindesk.com/cd3/article/placeholder.svg,[{'Muyao Shen': 'https://twitter.com/@MuyaoShen'}],Markets,CEOs from six major crypto firms spoke before the U.S. House Financial Services Committee; stocks rose amid fading Omicron concerns.,"First Mover Asia: Bitcoin Holds Steady as Crypto CEOs Testify, Ether Climbs","Dec 8, 2021 at 11:30 p.m. UTC","Dec 9, 2021 at 3:04 p.m. UTC"
https://www.coindesk.com/resizer/Zwm0S-LjJQM74Bk27-40UgfkZfg=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/6RVAEBOYPZBY7JSEMWCN5FA2HE.png,[{}],Markets,Buying has been weak despite short-term oversold signals.,"Bitcoin Drops Below $56K as Momentum Slows, Support at $53K","Dec 3, 2021 at 9:40 p.m. UTC",
https://www.coindesk.com/resizer/Hgfshiej9sPmDkorgTiC4kp3d18=/560x432/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/VJ75YK25VBCMPHTCWRKMAUN6MQ.png,[{'Omkar Godbole': 'https://twitter.com/@godbole17'}],Markets,"Payrolls data is forecast to show the U.S. economy added 550,000 jobs in November after 531,000 additions in October.",Bitcoin Confined to Familiar Range as Stocks Rise Ahead of Payrolls Data,"Dec 3, 2021 at 9:38 p.m. UTC",
https://www.coindesk.com/resizer/gPJLI2WA5L-zSzDaej9mLCI-oWY=/560x420/filters:quality(80):format(jpg)/cloudfront-us-east-1.images.arcpublishing.com/coindesk/OWI5K26QPFHO5KTE7ERC63FSXA.png,[{'Damanick Dantes': 'https://twitter.com/@@0x_tracy'}],Markets,"Weekly returns were mixed as some altcoins outperformed. Meanwhile, macro headwinds could cause investors to reduce exposure to speculative assets next year.",Market Wrap: Bitcoin Extends Losses While Traders Remain Bullish on Ether,"Dec 3, 2021 at 9:39 p.m. UTC",
